GO:0002024	Adrb1
GO:0002024	Adrb2
GO:0002024	Adrb3
GO:0002024	Appl2
GO:0002024	Bmp8b
GO:0002024	Clic5
GO:0002024	Gpr39
GO:0002024	Mc4r
GO:0002024	Oma1
GO:0002024	Pparg
GO:0002024	Sct
GO:0002024	Sctr
GO:0002024	Sorl1
GO:0002024	Trpv1
GO:0002024	Trpv4
GO:0002024	Ucp1
GO:0016165	Alox12
GO:0016165	Alox12e
GO:0016165	Alox15
GO:0016165	Alox8
GO:0033210	Adipor1
GO:0033210	Bbs2
GO:0033210	Bbs4
GO:0033210	Lep
GO:0033210	Lepr
GO:0033210	Mkks
GO:0033210	Mt3
GO:0033210	Prmt2
GO:0033210	Sirt1
GO:0033210	Stat3
GO:0033210	Ugcg
GO:0038021	Lepr
GO:0044320	Adipor1
GO:0044320	Bbs2
GO:0044320	Bbs4
GO:0044320	Gck
GO:0044320	Inhbb
GO:0044320	Lep
GO:0044320	Lepr
GO:0044320	Mkks
GO:0044320	Mt3
GO:0044320	Nr4a3
GO:0044320	Pid1
GO:0044320	Prmt2
GO:0044320	Pten
GO:0044320	Sirt1
GO:0044320	Stat3
GO:0044320	Ugcg
GO:0044321	Adipor1
GO:0044321	Bbs2
GO:0044321	Bbs4
GO:0044321	Ccnd1
GO:0044321	Gck
GO:0044321	Inhbb
GO:0044321	Lep
GO:0044321	Lepr
GO:0044321	Lrp2
GO:0044321	Mkks
GO:0044321	Mt3
GO:0044321	Nr1d1
GO:0044321	Nr4a3
GO:0044321	Pid1
GO:0044321	Prmt2
GO:0044321	Pten
GO:0044321	Sirt1
GO:0044321	Stat3
GO:0044321	Ugcg
GO:0045444	Aamdc
GO:0045444	Adgrf1
GO:0045444	Adgrf5
GO:0045444	Adig
GO:0045444	Adipoq
GO:0045444	Akt1
GO:0045444	Alms1
GO:0045444	Alox5
GO:0045444	Aloxe3
GO:0045444	Angptl8
GO:0045444	Ankrd26
GO:0045444	Ap1s2
GO:0045444	Arid5b
GO:0045444	Arl6
GO:0045444	Arntl
GO:0045444	Arxes1
GO:0045444	Arxes2
GO:0045444	Asxl1
GO:0045444	Asxl2
GO:0045444	Atat1
GO:0045444	Atf5
GO:0045444	Axin1
GO:0045444	Axin2
GO:0045444	Bbs1
GO:0045444	Bbs12
GO:0045444	Bbs2
GO:0045444	Bbs4
GO:0045444	Bbs7
GO:0045444	Bbs9
GO:0045444	Bltp1
GO:0045444	Bmncr
GO:0045444	Bmp2
GO:0045444	Bscl2
GO:0045444	C1ql4
GO:0045444	Carm1
GO:0045444	Cby1
GO:0045444	Ccdc3
GO:0045444	Ccdc85b
GO:0045444	Ccn4
GO:0045444	Ccnd1
GO:0045444	Cds1
GO:0045444	Cebpa
GO:0045444	Cebpb
GO:0045444	Cebpd
GO:0045444	Clip3
GO:0045444	Cmklr1
GO:0045444	Cntn2
GO:0045444	Cntnap2
GO:0045444	Creb1
GO:0045444	Creb5
GO:0045444	Crebl2
GO:0045444	Dact1
GO:0045444	Ddit3
GO:0045444	Dkkl1
GO:0045444	Dlk1
GO:0045444	Dlk2
GO:0045444	Dysf
GO:0045444	E2f1
GO:0045444	Egr2
GO:0045444	Eif2ak3
GO:0045444	Enpp1
